lot_id,process_id,order_id,product_id,machine_id,total_work_time,setup_time,downtime
LOT000202,C,PORD000202,PRD0020,DRILL_03,59.53,17.65,0.96
LOT000202,D,PORD000202,PRD0020,GRIND_01,86.42,19.86,25.26
LOT000202,E,PORD000202,PRD0020,ADD_01,67.31,18.17,7.73
LOT000203,A,PORD000203,PRD0012,MILL_01,81.28,23.61,0.08
LOT000203,B,PORD000203,PRD0012,LATHE_02,89.53,20.76,4.65
LOT000203,C,PORD000203,PRD0012,DRILL_03,90.96,23.8,8.99
LOT000203,D,PORD000203,PRD0012,GRIND_01,84.82,18.16,4.76
LOT000203,E,PORD000203,PRD0012,ADD_02,88.06,21.76,2.76
LOT000204,A,PORD000204,PRD0001,MILL_03,111.03,21.96,24.92
LOT000204,B,PORD000204,PRD0001,LATHE_01,84.83,16.48,11.55
LOT000204,C,PORD000204,PRD0001,DRILL_02,91.73,22.69,5.65
LOT000204,D,PORD000204,PRD0001,GRIND_01,76.93,15.09,3.02
LOT000204,E,PORD000204,PRD0001,ADD_01,110.08,20.38,26.64
LOT000205,A,PORD000205,PRD0005,MILL_02,61.32,15.99,5.03
LOT000205,B,PORD000205,PRD0005,LATHE_01,80.19,22.65,11.48
LOT000205,C,PORD000205,PRD0005,DRILL_02,56.68,18.1,2.42
LOT000205,D,PORD000205,PRD0005,GRIND_02,76.4,24.83,7.18
LOT000205,E,PORD000205,PRD0005,ADD_02,66.44,17.39,9.61
LOT000206,A,PORD000206,PRD0011,MILL_02,29.83,17.19,6.05
LOT000206,B,PORD000206,PRD0011,LATHE_01,25.84,16.33,2.33
LOT000206,C,PORD000206,PRD0011,DRILL_01,29.99,17.89,6.64
LOT000206,D,PORD000206,PRD0011,GRIND_03,30.46,15.57,8.84
LOT000206,E,PORD000206,PRD0011,ADD_01,25.07,18.39,1.16
LOT000207,A,PORD000207,PRD0004,MILL_04,78.57,21.61,2.95
LOT000207,B,PORD000207,PRD0004,LATHE_03,83.98,20.14,15.94
LOT000207,C,PORD000207,PRD0004,DRILL_01,91.46,22.98,21.42
LOT000207,D,PORD000207,PRD0004,GRIND_02,85.69,24.67,0.83
LOT000207,E,PORD000207,PRD0004,ADD_01,76.12,19.27,0.46
LOT000208,A,PORD000208,PRD0012,MILL_02,82.53,23.26,0.44
LOT000208,B,PORD000208,PRD0012,LATHE_01,83.39,19.02,6.72
LOT000208,C,PORD000208,PRD0012,DRILL_01,74.89,16.93,2.98
LOT000208,D,PORD000208,PRD0012,GRIND_01,71.53,17.01,0.75
LOT000208,E,PORD000208,PRD0012,ADD_02,100.23,18.43,29.56
LOT000209,A,PORD000209,PRD0005,MILL_04,44.13,22.06,1.0
LOT000209,B,PORD000209,PRD0005,LATHE_02,37.86,16.84,0.17
LOT000209,C,PORD000209,PRD0005,DRILL_01,43.53,16.89,9.36
LOT000209,D,PORD000209,PRD0005,GRIND_03,50.34,22.84,7.62
LOT000209,E,PORD000209,PRD0005,ADD_01,62.29,22.92,22.53
LOT000210,A,PORD000210,PRD0001,MILL_02,81.4,19.87,8.97
LOT000210,B,PORD000210,PRD0001,LATHE_04,69.91,19.53,7.67
LOT000210,C,PORD000210,PRD0001,DRILL_02,103.23,18.24,30.59
LOT000210,D,PORD000210,PRD0001,GRIND_01,61.57,15.55,0.83
LOT000210,E,PORD000210,PRD0001,ADD_01,60.94,18.58,1.12
LOT000211,A,PORD000211,PRD0002,MILL_01,81.75,24.1,6.49
LOT000211,B,PORD000211,PRD0002,LATHE_03,84.02,20.7,7.54
LOT000211,C,PORD000211,PRD0002,DRILL_03,76.41,17.58,6.93
LOT000211,D,PORD000211,PRD0002,GRIND_03,94.92,23.67,15.92
LOT000211,E,PORD000211,PRD0002,ADD_02,108.66,16.69,40.6
LOT000212,A,PORD000212,PRD0009,MILL_03,86.54,16.04,0.72
LOT000212,B,PORD000212,PRD0009,LATHE_02,85.24,18.71,1.36
LOT000212,C,PORD000212,PRD0009,DRILL_03,81.54,15.29,0.32
LOT000212,D,PORD000212,PRD0009,GRIND_03,87.05,20.76,8.1
LOT000212,E,PORD000212,PRD0009,ADD_01,81.16,22.51,2.15
LOT000213,A,PORD000213,PRD0007,MILL_04,36.78,20.71,10.37
LOT000213,B,PORD000213,PRD0007,LATHE_04,44.4,19.5,19.22
LOT000213,C,PORD000213,PRD0007,DRILL_02,30.28,17.62,7.18
LOT000213,D,PORD000213,PRD0007,GRIND_03,35.07,24.58,3.48
LOT000213,E,PORD000213,PRD0007,ADD_02,43.53,18.23,19.82
LOT000214,A,PORD000214,PRD0016,MILL_01,86.39,15.52,3.09
LOT000214,B,PORD000214,PRD0016,LATHE_01,93.46,15.48,20.09
LOT000214,C,PORD000214,PRD0016,DRILL_03,105.54,19.11,5.77
LOT000214,D,PORD000214,PRD0016,GRIND_03,89.78,21.81,6.07
LOT000214,E,PORD000214,PRD0016,ADD_01,100.1,15.08,14.8
LOT000215,A,PORD000215,PRD0002,MILL_03,70.01,16.34,9.24
LOT000215,B,PORD000215,PRD0002,LATHE_04,72.96,17.2,7.02
LOT000215,C,PORD000215,PRD0002,DRILL_01,69.96,17.71,7.22
LOT000215,D,PORD000215,PRD0002,GRIND_01,84.46,18.67,9.76
LOT000215,E,PORD000215,PRD0002,ADD_01,80.2,19.44,10.75
LOT000216,A,PORD000216,PRD0012,MILL_04,97.35,15.91,0.1
LOT000216,B,PORD000216,PRD0012,LATHE_04,98.26,18.13,5.61
LOT000216,C,PORD000216,PRD0012,DRILL_02,99.65,18.29,7.66
LOT000216,D,PORD000216,PRD0012,GRIND_03,120.53,23.62,9.84
LOT000216,E,PORD000216,PRD0012,ADD_01,118.11,24.87,9.93
LOT000217,A,PORD000217,PRD0010,MILL_04,89.36,17.75,2.67
LOT000217,B,PORD000217,PRD0010,LATHE_03,91.54,16.74,5.72
LOT000217,C,PORD000217,PRD0010,DRILL_03,82.18,17.33,3.1
LOT000217,D,PORD000217,PRD0010,GRIND_01,81.51,15.53,5.54
LOT000217,E,PORD000217,PRD0010,ADD_01,89.01,23.68,1.59
LOT000218,A,PORD000218,PRD0002,MILL_02,58.62,21.28,0.31
LOT000218,B,PORD000218,PRD0002,LATHE_01,63.55,21.46,4.23
LOT000218,C,PORD000218,PRD0002,DRILL_02,75.86,15.85,22.48
LOT000218,D,PORD000218,PRD0002,GRIND_03,62.2,16.33,7.95
LOT000218,E,PORD000218,PRD0002,ADD_02,70.37,20.85,7.86
LOT000219,A,PORD000219,PRD0016,MILL_03,82.59,23.28,0.6
LOT000219,B,PORD000219,PRD0016,LATHE_03,78.43,17.2,7.2
LOT000219,C,PORD000219,PRD0016,DRILL_01,102.62,24.43,8.35
LOT000219,D,PORD000219,PRD0016,GRIND_03,109.41,20.72,31.46
LOT000219,E,PORD000219,PRD0016,ADD_01,101.29,24.98,4.19
LOT000220,A,PORD000220,PRD0001,MILL_02,56.5,15.75,3.26
LOT000220,B,PORD000220,PRD0001,LATHE_02,58.27,15.65,5.17
LOT000220,C,PORD000220,PRD0001,DRILL_03,71.65,20.39,7.68
LOT000220,D,PORD000220,PRD0001,GRIND_03,56.9,17.13,0.64
LOT000220,E,PORD000220,PRD0001,ADD_02,60.85,15.55,7.04
LOT000221,A,PORD000221,PRD0010,MILL_01,85.33,18.38,24.68
LOT000221,B,PORD000221,PRD0010,LATHE_02,67.84,21.83,5.72
LOT000221,C,PORD000221,PRD0010,DRILL_01,57.08,16.25,0.4
LOT000221,D,PORD000221,PRD0010,GRIND_03,63.39,23.91,4.59
LOT000221,E,PORD000221,PRD0010,ADD_02,65.0,22.37,8.59
LOT000222,A,PORD000222,PRD0011,MILL_04,43.93,19.46,2.67
LOT000222,B,PORD000222,PRD0011,LATHE_02,47.68,23.21,0.39
LOT000222,C,PORD000222,PRD0011,DRILL_03,47.86,21.32,5.83
LOT000222,D,PORD000222,PRD0011,GRIND_02,43.42,20.82,1.88
LOT000222,E,PORD000222,PRD0011,ADD_02,46.03,24.48,1.87
LOT000223,A,PORD000223,PRD0016,MILL_01,97.97,18.5,2.19
LOT000223,B,PORD000223,PRD0016,LATHE_03,103.92,17.6,5.72
LOT000223,C,PORD000223,PRD0016,DRILL_02,101.95,17.06,1.26
LOT000223,D,PORD000223,PRD0016,GRIND_01,105.38,22.59,0.77
LOT000223,E,PORD000223,PRD0016,ADD_01,116.06,16.06,8.68
LOT000224,A,PORD000224,PRD0002,MILL_02,83.06,21.6,5.38
LOT000224,B,PORD000224,PRD0002,LATHE_04,88.81,17.86,2.51
LOT000224,C,PORD000224,PRD0002,DRILL_01,83.43,20.8,7.12
LOT000224,D,PORD000224,PRD0002,GRIND_02,81.76,21.21,4.84
LOT000224,E,PORD000224,PRD0002,ADD_02,93.33,22.59,13.68
LOT000225,A,PORD000225,PRD0017,MILL_01,96.99,18.51,3.95
LOT000225,B,PORD000225,PRD0017,LATHE_01,92.03,19.05,12.97
LOT000225,C,PORD000225,PRD0017,DRILL_02,82.7,15.55,4.58
LOT000225,D,PORD000225,PRD0017,GRIND_01,97.35,23.96,6.57
LOT000225,E,PORD000225,PRD0017,ADD_01,86.01,17.23,10.26
LOT000226,A,PORD000226,PRD0013,MILL_04,61.77,16.88,0.74
LOT000226,B,PORD000226,PRD0013,LATHE_01,65.84,20.15,0.86
LOT000226,C,PORD000226,PRD0013,DRILL_03,70.97,22.34,5.45
LOT000226,D,PORD000226,PRD0013,GRIND_01,66.59,16.65,3.66
LOT000226,E,PORD000226,PRD0013,ADD_02,67.28,21.83,3.99
LOT000227,A,PORD000227,PRD0017,MILL_03,95.12,24.92,5.53
LOT000227,B,PORD000227,PRD0017,LATHE_03,83.64,21.86,1.05
LOT000227,C,PORD000227,PRD0017,DRILL_02,83.24,16.07,9.1
LOT000227,D,PORD000227,PRD0017,GRIND_01,81.37,19.3,3.1
LOT000227,E,PORD000227,PRD0017,ADD_02,116.61,19.49,43.59
LOT000228,A,PORD000228,PRD0017,MILL_04,105.86,15.67,7.3
LOT000228,B,PORD000228,PRD0017,LATHE_02,100.4,18.5,6.33
LOT000228,C,PORD000228,PRD0017,DRILL_02,111.64,19.58,8.98
LOT000228,D,PORD000228,PRD0017,GRIND_03,85.99,19.05,1.07
LOT000228,E,PORD000228,PRD0017,ADD_02,101.22,24.13,0.11
LOT000229,A,PORD000229,PRD0013,MILL_04,98.32,24.16,6.36
LOT000229,B,PORD000229,PRD0013,LATHE_03,94.59,18.44,5.87
LOT000229,C,PORD000229,PRD0013,DRILL_02,87.96,17.72,3.78
LOT000229,D,PORD000229,PRD0013,GRIND_02,102.2,18.99,5.15
LOT000229,E,PORD000229,PRD0013,ADD_01,93.27,24.86,4.22
LOT000230,A,PORD000230,PRD0009,MILL_04,51.77,22.27,1.95
LOT000230,B,PORD000230,PRD0009,LATHE_01,51.75,19.46,5.85
LOT000230,C,PORD000230,PRD0009,DRILL_01,53.06,22.53,1.28
LOT000230,D,PORD000230,PRD0009,GRIND_03,58.7,24.96,8.16
LOT000230,E,PORD000230,PRD0009,ADD_01,84.78,18.9,39.41
LOT000231,A,PORD000231,PRD0011,MILL_04,53.6,15.94,6.99
LOT000231,B,PORD000231,PRD0011,LATHE_02,57.66,18.45,4.98
LOT000231,C,PORD000231,PRD0011,DRILL_03,83.94,24.6,31.59
LOT000231,D,PORD000231,PRD0011,GRIND_03,56.55,15.19,9.45
LOT000231,E,PORD000231,PRD0011,ADD_01,46.9,19.55,0.11
LOT000232,A,PORD000232,PRD0009,MILL_03,129.53,23.78,7.86
LOT000232,B,PORD000232,PRD0009,LATHE_04,127.01,17.11,5.02
LOT000232,C,PORD000232,PRD0009,DRILL_02,122.84,20.98,0.29
LOT000232,D,PORD000232,PRD0009,GRIND_01,114.4,19.88,6.27
LOT000232,E,PORD000232,PRD0009,ADD_01,107.49,20.07,1.96
LOT000233,A,PORD000233,PRD0006,MILL_02,74.1,20.86,1.54
LOT000233,B,PORD000233,PRD0006,LATHE_01,71.18,17.5,3.71
LOT000233,C,PORD000233,PRD0006,DRILL_03,89.3,21.37,21.41
LOT000233,D,PORD000233,PRD0006,GRIND_01,80.36,21.23,7.78
LOT000233,E,PORD000233,PRD0006,ADD_01,120.95,19.68,43.01
LOT000234,A,PORD000234,PRD0003,MILL_03,112.17,15.84,19.33
LOT000234,B,PORD000234,PRD0003,LATHE_01,122.43,22.15,2.45
LOT000234,C,PORD000234,PRD0003,DRILL_03,122.5,17.45,7.77
LOT000234,D,PORD000234,PRD0003,GRIND_03,101.33,19.13,5.09
LOT000234,E,PORD000234,PRD0003,ADD_02,119.35,24.88,10.99
LOT000235,A,PORD000235,PRD0014,MILL_04,92.84,17.07,14.22
LOT000235,B,PORD000235,PRD0014,LATHE_04,80.04,18.42,0.06
LOT000235,C,PORD000235,PRD0014,DRILL_03,114.82,19.08,26.25
LOT000235,D,PORD000235,PRD0014,GRIND_01,93.89,16.22,8.99
LOT000235,E,PORD000235,PRD0014,ADD_01,95.08,23.11,14.21
LOT000236,A,PORD000236,PRD0012,MILL_04,115.32,23.98,9.49
LOT000236,B,PORD000236,PRD0012,LATHE_04,112.93,23.14,4.34
LOT000236,C,PORD000236,PRD0012,DRILL_01,97.34,17.89,11.25
LOT000236,D,PORD000236,PRD0012,GRIND_03,104.79,20.76,0.17
LOT000236,E,PORD000236,PRD0012,ADD_01,101.24,20.03,10.52
LOT000237,A,PORD000237,PRD0002,MILL_04,89.35,20.42,3.99
LOT000237,B,PORD000237,PRD0002,LATHE_02,94.59,16.26,1.68
LOT000237,C,PORD000237,PRD0002,DRILL_03,106.35,21.48,8.72
LOT000237,D,PORD000237,PRD0002,GRIND_01,102.07,15.84,7.63
LOT000237,E,PORD000237,PRD0002,ADD_01,113.92,17.53,12.27
LOT000238,A,PORD000238,PRD0005,MILL_04,97.25,22.53,4.38
LOT000238,B,PORD000238,PRD0005,LATHE_02,95.24,17.61,0.01
LOT000238,C,PORD000238,PRD0005,DRILL_02,96.19,17.63,13.22
LOT000238,D,PORD000238,PRD0005,GRIND_02,92.34,21.23,7.89
LOT000238,E,PORD000238,PRD0005,ADD_01,93.17,17.74,11.45
LOT000239,A,PORD000239,PRD0018,MILL_03,92.77,19.28,5.6
LOT000239,B,PORD000239,PRD0018,LATHE_02,86.37,20.81,1.53
LOT000239,C,PORD000239,PRD0018,DRILL_03,96.61,24.5,3.94
LOT000239,D,PORD000239,PRD0018,GRIND_03,83.98,18.41,3.39
LOT000239,E,PORD000239,PRD0018,ADD_02,89.99,19.04,7.38
LOT000240,A,PORD000240,PRD0006,MILL_04,98.62,19.86,0.85
LOT000240,B,PORD000240,PRD0006,LATHE_01,95.52,16.06,1.36
LOT000240,C,PORD000240,PRD0006,DRILL_01,100.07,15.35,5.44
LOT000240,D,PORD000240,PRD0006,GRIND_03,120.4,19.47,19.43
LOT000240,E,PORD000240,PRD0006,ADD_01,108.88,19.98,10.97
LOT000241,A,PORD000241,PRD0006,MILL_03,109.91,20.64,5.94
LOT000241,B,PORD000241,PRD0006,LATHE_02,117.67,23.18,1.47
LOT000241,C,PORD000241,PRD0006,DRILL_03,113.25,18.19,13.17
LOT000241,D,PORD000241,PRD0006,GRIND_02,144.06,16.96,34.41
LOT000241,E,PORD000241,PRD0006,ADD_02,123.14,15.35,13.72
LOT000242,A,PORD000242,PRD0003,MILL_04,57.38,17.65,0.42
LOT000242,B,PORD000242,PRD0003,LATHE_03,74.21,18.83,6.92
LOT000242,C,PORD000242,PRD0003,DRILL_02,69.45,18.0,2.85
LOT000242,D,PORD000242,PRD0003,GRIND_03,72.77,23.8,3.13
LOT000242,E,PORD000242,PRD0003,ADD_02,98.3,19.1,34.12
LOT000243,A,PORD000243,PRD0011,MILL_01,79.39,16.18,0.76
LOT000243,B,PORD000243,PRD0011,LATHE_02,107.43,21.25,17.86
LOT000243,C,PORD000243,PRD0011,DRILL_01,85.69,22.25,6.8
LOT000243,D,PORD000243,PRD0011,GRIND_02,92.38,22.23,8.36
LOT000243,E,PORD000243,PRD0011,ADD_02,82.34,15.16,13.33
LOT000244,A,PORD000244,PRD0008,MILL_01,79.32,24.87,1.14
LOT000244,B,PORD000244,PRD0008,LATHE_03,81.1,17.79,1.28
LOT000244,C,PORD000244,PRD0008,DRILL_02,76.6,20.62,1.98
LOT000244,D,PORD000244,PRD0008,GRIND_03,71.73,20.08,1.1
LOT000244,E,PORD000244,PRD0008,ADD_02,82.88,23.03,4.46
LOT000245,A,PORD000245,PRD0018,MILL_03,96.22,22.67,16.22
LOT000245,B,PORD000245,PRD0018,LATHE_04,74.47,15.51,0.99
LOT000245,C,PORD000245,PRD0018,DRILL_03,85.93,24.32,2.68
LOT000245,D,PORD000245,PRD0018,GRIND_03,91.56,18.73,7.98
LOT000245,E,PORD000245,PRD0018,ADD_02,77.83,23.09,0.71
LOT000246,A,PORD000246,PRD0006,MILL_02,114.45,22.81,4.63
LOT000246,B,PORD000246,PRD0006,LATHE_03,100.39,20.01,7.78
LOT000246,C,PORD000246,PRD0006,DRILL_03,98.93,19.19,6.66
LOT000246,D,PORD000246,PRD0006,GRIND_02,113.8,20.44,7.57
LOT000246,E,PORD000246,PRD0006,ADD_02,102.58,16.88,1.37
LOT000247,A,PORD000247,PRD0007,MILL_02,64.55,19.0,4.96
LOT000247,B,PORD000247,PRD0007,LATHE_03,81.74,24.91,16.04
LOT000247,C,PORD000247,PRD0007,DRILL_01,74.87,24.75,5.01
LOT000247,D,PORD000247,PRD0007,GRIND_03,99.05,18.41,33.52
LOT000247,E,PORD000247,PRD0007,ADD_01,66.63,15.66,8.86
LOT000248,A,PORD000248,PRD0005,MILL_04,60.91,21.07,4.33
LOT000248,B,PORD000248,PRD0005,LATHE_04,59.07,22.62,1.66
LOT000248,C,PORD000248,PRD0005,DRILL_01,45.93,16.02,0.85
LOT000248,D,PORD000248,PRD0005,GRIND_03,71.19,18.89,17.99
LOT000248,E,PORD000248,PRD0005,ADD_01,56.89,17.94,10.53
LOT000249,A,PORD000249,PRD0011,MILL_02,57.23,20.04,2.9
LOT000249,B,PORD000249,PRD0011,LATHE_03,55.77,18.62,5.37
LOT000249,C,PORD000249,PRD0011,DRILL_01,52.43,18.42,5.62
LOT000249,D,PORD000249,PRD0011,GRIND_01,53.09,15.29,5.1
LOT000249,E,PORD000249,PRD0011,ADD_01,57.08,19.26,10.03
LOT000250,A,PORD000250,PRD0011,MILL_02,91.75,15.53,5.74
LOT000250,B,PORD000250,PRD0011,LATHE_03,88.24,19.22,1.01
LOT000250,C,PORD000250,PRD0011,DRILL_02,84.99,19.61,2.47
LOT000250,D,PORD000250,PRD0011,GRIND_03,101.76,21.35,8.25
LOT000250,E,PORD000250,PRD0011,ADD_01,89.73,24.8,10.65
LOT000251,A,PORD000251,PRD0012,MILL_04,82.03,24.55,13.29
LOT000251,B,PORD000251,PRD0012,LATHE_01,71.57,19.66,3.76
LOT000251,C,PORD000251,PRD0012,DRILL_03,70.74,21.32,0.6
LOT000251,D,PORD000251,PRD0012,GRIND_01,96.27,18.38,32.81
LOT000251,E,PORD000251,PRD0012,ADD_01,80.52,22.18,14.22
LOT000252,A,PORD000252,PRD0005,MILL_04,124.78,21.9,7.14
LOT000252,B,PORD000252,PRD0005,LATHE_04,117.75,20.57,2.24
LOT000252,C,PORD000252,PRD0005,DRILL_02,104.64,21.49,6.34
LOT000252,D,PORD000252,PRD0005,GRIND_02,117.9,19.98,4.41
LOT000252,E,PORD000252,PRD0005,ADD_01,115.76,20.49,8.75
LOT000253,A,PORD000253,PRD0016,MILL_02,76.98,20.12,8.81
LOT000253,B,PORD000253,PRD0016,LATHE_04,68.02,16.9,2.49
LOT000253,C,PORD000253,PRD0016,DRILL_01,81.28,22.35,2.69
LOT000253,D,PORD000253,PRD0016,GRIND_03,69.1,18.36,1.03
LOT000253,E,PORD000253,PRD0016,ADD_02,85.71,22.67,8.86
LOT000254,A,PORD000254,PRD0011,MILL_04,105.36,19.91,4.94
LOT000254,B,PORD000254,PRD0011,LATHE_03,94.1,16.15,4.24
LOT000254,C,PORD000254,PRD0011,DRILL_03,97.78,21.57,1.44
LOT000254,D,PORD000254,PRD0011,GRIND_02,105.46,19.84,5.52
LOT000254,E,PORD000254,PRD0011,ADD_01,91.54,15.95,7.49
LOT000255,A,PORD000255,PRD0003,MILL_04,112.39,21.91,24.12
LOT000255,B,PORD000255,PRD0003,LATHE_04,96.77,15.55,0.56
LOT000255,C,PORD000255,PRD0003,DRILL_03,113.05,21.58,6.48
LOT000255,D,PORD000255,PRD0003,GRIND_02,98.5,21.5,6.22
LOT000255,E,PORD000255,PRD0003,ADD_02,91.89,16.27,7.24
LOT000256,A,PORD000256,PRD0019,MILL_02,55.84,16.12,3.94
LOT000256,B,PORD000256,PRD0019,LATHE_04,53.61,22.15,2.39
LOT000256,C,PORD000256,PRD0019,DRILL_01,60.59,18.89,8.91
LOT000256,D,PORD000256,PRD0019,GRIND_03,47.08,17.22,2.01
LOT000256,E,PORD000256,PRD0019,ADD_02,65.87,23.41,9.88
LOT000257,A,PORD000257,PRD0013,MILL_04,92.47,22.83,6.39
LOT000257,B,PORD000257,PRD0013,LATHE_04,84.08,21.31,1.68
LOT000257,C,PORD000257,PRD0013,DRILL_02,83.96,17.26,7.93
LOT000257,D,PORD000257,PRD0013,GRIND_01,91.29,24.08,7.35
LOT000257,E,PORD000257,PRD0013,ADD_02,102.46,23.42,13.52
LOT000258,A,PORD000258,PRD0007,MILL_03,94.41,23.68,0.49
LOT000258,B,PORD000258,PRD0007,LATHE_04,91.21,16.88,7.74
LOT000258,C,PORD000258,PRD0007,DRILL_03,98.85,24.79,6.72
LOT000258,D,PORD000258,PRD0007,GRIND_02,104.14,19.42,5.22
LOT000258,E,PORD000258,PRD0007,ADD_02,92.74,17.59,4.28
LOT000259,A,PORD000259,PRD0014,MILL_02,64.8,20.77,2.85
LOT000259,B,PORD000259,PRD0014,LATHE_01,63.36,21.56,5.98
LOT000259,C,PORD000259,PRD0014,DRILL_01,68.9,15.79,11.95
LOT000259,D,PORD000259,PRD0014,GRIND_01,70.89,18.7,8.82
LOT000259,E,PORD000259,PRD0014,ADD_01,64.29,23.74,6.56
LOT000260,A,PORD000260,PRD0013,MILL_01,48.58,16.91,3.63
LOT000260,B,PORD000260,PRD0013,LATHE_03,54.46,21.16,3.12
LOT000260,C,PORD000260,PRD0013,DRILL_01,60.82,24.02,5.51
LOT000260,D,PORD000260,PRD0013,GRIND_03,54.63,20.2,2.58
LOT000260,E,PORD000260,PRD0013,ADD_02,66.78,24.37,13.04
LOT000261,A,PORD000261,PRD0013,MILL_02,78.83,21.63,3.38
LOT000261,B,PORD000261,PRD0013,LATHE_04,75.26,16.13,3.88
LOT000261,C,PORD000261,PRD0013,DRILL_02,80.74,16.72,6.93
LOT000261,D,PORD000261,PRD0013,GRIND_03,88.49,19.38,5.49
LOT000261,E,PORD000261,PRD0013,ADD_01,90.67,21.39,13.6
LOT000262,A,PORD000262,PRD0009,MILL_04,76.52,21.78,4.82
LOT000262,B,PORD000262,PRD0009,LATHE_04,75.87,17.68,7.19
LOT000262,C,PORD000262,PRD0009,DRILL_03,73.75,23.92,1.98
LOT000262,D,PORD000262,PRD0009,GRIND_01,62.47,16.78,4.18
LOT000262,E,PORD000262,PRD0009,ADD_02,65.68,15.66,8.4
LOT000263,A,PORD000263,PRD0019,MILL_01,112.67,22.57,5.96
LOT000263,B,PORD000263,PRD0019,LATHE_02,97.12,17.79,6.99
LOT000263,C,PORD000263,PRD0019,DRILL_03,121.7,20.71,5.23
LOT000263,D,PORD000263,PRD0019,GRIND_02,109.35,20.28,2.33
LOT000263,E,PORD000263,PRD0019,ADD_01,113.69,20.17,6.01
LOT000264,A,PORD000264,PRD0011,MILL_04,65.01,22.99,3.32
LOT000264,B,PORD000264,PRD0011,LATHE_04,64.7,20.62,5.29
LOT000264,C,PORD000264,PRD0011,DRILL_02,51.05,18.82,0.25
LOT000264,D,PORD000264,PRD0011,GRIND_03,68.3,18.03,8.18
LOT000264,E,PORD000264,PRD0011,ADD_01,57.09,17.45,5.09
LOT000265,A,PORD000265,PRD0018,MILL_02,81.13,15.89,1.85
LOT000265,B,PORD000265,PRD0018,LATHE_01,104.39,23.87,20.68
LOT000265,C,PORD000265,PRD0018,DRILL_02,98.05,22.87,5.5
LOT000265,D,PORD000265,PRD0018,GRIND_03,96.2,19.6,9.33
LOT000265,E,PORD000265,PRD0018,ADD_02,93.02,21.64,2.67
LOT000266,A,PORD000266,PRD0002,MILL_01,86.44,22.64,5.11
LOT000266,B,PORD000266,PRD0002,LATHE_02,93.02,24.95,0.59
LOT000266,C,PORD000266,PRD0002,DRILL_01,86.37,22.25,5.18
LOT000266,D,PORD000266,PRD0002,GRIND_03,91.33,24.63,1.78
LOT000266,E,PORD000266,PRD0002,ADD_01,76.39,17.87,2.4
LOT000267,A,PORD000267,PRD0002,MILL_01,67.1,23.7,1.32
LOT000267,B,PORD000267,PRD0002,LATHE_04,67.71,16.57,2.5
LOT000267,C,PORD000267,PRD0002,DRILL_03,66.96,18.55,5.03
LOT000267,D,PORD000267,PRD0002,GRIND_01,78.28,19.0,9.41
LOT000267,E,PORD000267,PRD0002,ADD_01,70.66,20.51,4.55
LOT000268,A,PORD000268,PRD0001,MILL_04,93.53,17.6,7.99
LOT000268,B,PORD000268,PRD0001,LATHE_01,85.65,20.27,0.88
LOT000268,C,PORD000268,PRD0001,DRILL_03,113.12,20.35,8.18
LOT000268,D,PORD000268,PRD0001,GRIND_01,87.49,20.65,1.0
LOT000268,E,PORD000268,PRD0001,ADD_01,87.76,22.96,1.96
LOT000269,A,PORD000269,PRD0003,MILL_02,87.44,24.75,11.66
LOT000269,B,PORD000269,PRD0003,LATHE_02,79.67,20.18,7.7
LOT000269,C,PORD000269,PRD0003,DRILL_02,85.93,15.89,9.19
LOT000269,D,PORD000269,PRD0003,GRIND_02,74.42,18.9,6.7
LOT000269,E,PORD000269,PRD0003,ADD_02,70.53,24.15,1.82
LOT000270,A,PORD000270,PRD0009,MILL_03,126.94,23.37,4.06
LOT000270,B,PORD000270,PRD0009,LATHE_04,146.02,17.27,23.44
LOT000270,C,PORD000270,PRD0009,DRILL_01,135.08,16.07,7.35
LOT000270,D,PORD000270,PRD0009,GRIND_03,130.3,21.34,9.09
LOT000270,E,PORD000270,PRD0009,ADD_02,115.05,17.34,10.73
LOT000271,A,PORD000271,PRD0002,MILL_01,83.26,15.83,2.72
LOT000271,B,PORD000271,PRD0002,LATHE_01,94.3,19.78,3.89
LOT000271,C,PORD000271,PRD0002,DRILL_01,89.36,22.67,3.22
LOT000271,D,PORD000271,PRD0002,GRIND_02,98.33,15.05,12.66
LOT000271,E,PORD000271,PRD0002,ADD_01,105.1,20.1,13.51
LOT000272,A,PORD000272,PRD0015,MILL_02,75.16,19.83,0.92
LOT000272,B,PORD000272,PRD0015,LATHE_02,70.59,19.22,1.6
LOT000272,C,PORD000272,PRD0015,DRILL_03,84.78,22.63,3.56
LOT000272,D,PORD000272,PRD0015,GRIND_02,86.77,23.51,4.16
LOT000272,E,PORD000272,PRD0015,ADD_01,86.64,24.27,5.69
LOT000273,A,PORD000273,PRD0004,MILL_02,86.16,24.34,1.68
LOT000273,B,PORD000273,PRD0004,LATHE_04,80.16,20.49,3.06
LOT000273,C,PORD000273,PRD0004,DRILL_02,75.21,18.21,4.27
LOT000273,D,PORD000273,PRD0004,GRIND_03,91.2,19.46,5.69
LOT000273,E,PORD000273,PRD0004,ADD_02,98.11,18.1,13.01
LOT000274,A,PORD000274,PRD0020,MILL_04,106.75,17.9,10.5
LOT000274,B,PORD000274,PRD0020,LATHE_03,83.61,15.2,3.79
LOT000274,C,PORD000274,PRD0020,DRILL_03,115.44,19.68,26.03
